Drug A,Drug B,Strain,Specie,Bliss Score,Source,Drug Pair,Drug A Inchikey,Drug B Inchikey,Interaction Type
azithromycin,clarithromycin,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.1075,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')",MQTOSJVFKKJCRP-BICOPXKESA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,synergy
ciprofloxacin,clarithromycin,bacillus subtilis,bacillus subtilis,0.1831,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
ciprofloxacin,clarithromycin,salmonella typhimurium 14028,salmonella typhimurium,0.0797,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,neutral
ciprofloxacin,clarithromycin,salmonella typhimurium lt2,salmonella typhimurium,0.1394,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
tobramycin,clarithromycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.1921,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')",NLVFBUXFDBBNBW-PBSUHMDJSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
tobramycin,clarithromycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.4524,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')",NLVFBUXFDBBNBW-PBSUHMDJSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
clarithromycin,mitomycin c,escherichia coli bw25113,escherichia coli,0.0833,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
clarithromycin,mitomycin c,escherichia coli iai1,escherichia coli,0.2172,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
clarithromycin,mitomycin c,salmonella typhimurium 14028,salmonella typhimurium,0.1098,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
clarithromycin,mitomycin c,salmonella typhimurium lt2,salmonella typhimurium,0.2392,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
nitrofurantoin,clarithromycin,escherichia coli bw25113,escherichia coli,-0.0707,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",NXFQHRVNIOXGAQ-YCRREMRBSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,neutral
nitrofurantoin,clarithromycin,escherichia coli iai1,escherichia coli,-0.5008,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",NXFQHRVNIOXGAQ-YCRREMRBSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,synergy
clarithromycin,nitrofurantoin,staphylococcus aureus newman,staphylococcus aureus,-0.1174,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,synergy
clarithromycin,nitrofurantoin,streptococcus pneumoniae,streptococcus pneumoniae,-0.0986,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,neutral
clarithromycin,lincomycin,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.1201,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,synergy
clarithromycin,lincomycin,staphylococcus aureus newman,staphylococcus aureus,-0.1441,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,synergy
clarithromycin,bleomycin,escherichia coli bw25113,escherichia coli,0.1515,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')",AGOYDEPGAOXOCK-KCBOHYOISA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,antagonism
clarithromycin,bleomycin,escherichia coli iai1,escherichia coli,0.1182,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')",AGOYDEPGAOXOCK-KCBOHYOISA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,antagonism
clarithromycin,bleomycin,salmonella typhimurium 14028,salmonella typhimurium,0.0497,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')",AGOYDEPGAOXOCK-KCBOHYOISA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,neutral
clarithromycin,bleomycin,salmonella typhimurium lt2,salmonella typhimurium,0.11,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')",AGOYDEPGAOXOCK-KCBOHYOISA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,antagonism
clarithromycin,puromycin,salmonella typhimurium 14028,salmonella typhimurium,0.0612,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,neutral
clarithromycin,puromycin,salmonella typhimurium lt2,salmonella typhimurium,0.1076,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,antagonism
caffeine,clarithromycin,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.3947,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')",RYYVLZVUVIJVGH-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,synergy
cefsulodin,clarithromycin,escherichia coli bw25113,escherichia coli,-0.2379,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')",SYLKGLMBLAAGSC-QLVMHMETSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,synergy
cefsulodin,clarithromycin,escherichia coli iai1,escherichia coli,-0.0698,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')",SYLKGLMBLAAGSC-QLVMHMETSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,neutral
cefsulodin,clarithromycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.1386,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')",SYLKGLMBLAAGSC-QLVMHMETSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,synergy
cefsulodin,clarithromycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.0413,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')",SYLKGLMBLAAGSC-QLVMHMETSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,neutral
clarithromycin,linezolid,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.1354,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,synergy
clarithromycin,linezolid,staphylococcus aureus newman,staphylococcus aureus,-0.1186,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,synergy
cccp,clarithromycin,salmonella typhimurium 14028,salmonella typhimurium,-0.1033,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')",UGTJLJZQQFGTJD-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,synergy
cccp,clarithromycin,salmonella typhimurium lt2,salmonella typhimurium,-0.0855,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')",UGTJLJZQQFGTJD-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,neutral
cccp,clarithromycin,staphylococcus aureus newman,staphylococcus aureus,0.0706,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')",UGTJLJZQQFGTJD-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,neutral
spectinomycin,clarithromycin,escherichia coli bw25113,escherichia coli,0.0593,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')",UNFWWIHTNXNPBV-WXKVUWSESA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,neutral
spectinomycin,clarithromycin,escherichia coli iai1,escherichia coli,0.1282,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')",UNFWWIHTNXNPBV-WXKVUWSESA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
spectinomycin,clarithromycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.0603,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')",UNFWWIHTNXNPBV-WXKVUWSESA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,neutral
spectinomycin,clarithromycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.1385,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')",UNFWWIHTNXNPBV-WXKVUWSESA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
spectinomycin,clarithromycin,salmonella typhimurium 14028,salmonella typhimurium,0.0777,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')",UNFWWIHTNXNPBV-WXKVUWSESA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,neutral
spectinomycin,clarithromycin,salmonella typhimurium lt2,salmonella typhimurium,0.152,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')",UNFWWIHTNXNPBV-WXKVUWSESA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
clarithromycin,spectinomycin,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.1419,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,synergy
clarithromycin,spectinomycin,staphylococcus aureus newman,staphylococcus aureus,-0.1809,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,synergy
clarithromycin,metronidazole,staphylococcus aureus dsm 20231,staphylococcus aureus,0.1183,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,VAOCPAMSLUNLGC-UHFFFAOYSA-N,antagonism
clarithromycin,metronidazole,streptococcus pneumoniae,streptococcus pneumoniae,0.1063,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,VAOCPAMSLUNLGC-UHFFFAOYSA-N,antagonism
benzalkonium,clarithromycin,escherichia coli bw25113,escherichia coli,0.1125,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
benzalkonium,clarithromycin,escherichia coli iai1,escherichia coli,0.1715,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
benzalkonium,clarithromycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.1595,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
benzalkonium,clarithromycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.333,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
benzalkonium,clarithromycin,staphylococcus aureus dsm 20231,staphylococcus aureus,0.1913,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
benzalkonium,clarithromycin,staphylococcus aureus newman,staphylococcus aureus,0.2991,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
chloramphenicol,clarithromycin,salmonella typhimurium 14028,salmonella typhimurium,0.0916,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",WIIZWVCIJKGZOK-RKDXNWHRSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,neutral
chloramphenicol,clarithromycin,salmonella typhimurium lt2,salmonella typhimurium,0.1212,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",WIIZWVCIJKGZOK-RKDXNWHRSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
chloramphenicol,clarithromycin,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.1581,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",WIIZWVCIJKGZOK-RKDXNWHRSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,synergy
chloramphenicol,clarithromycin,staphylococcus aureus newman,staphylococcus aureus,-0.1293,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",WIIZWVCIJKGZOK-RKDXNWHRSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,synergy
egcg,clarithromycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.0704,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')",WMBWREPUVVBILR-WIYYLYMNSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,neutral
egcg,clarithromycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.133,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')",WMBWREPUVVBILR-WIYYLYMNSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,synergy
sulfamonomethoxine,clarithromycin,escherichia coli bw25113,escherichia coli,-0.0895,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WMPXPUYPYQKQCX-UHFFFAOYSA-N')",WMPXPUYPYQKQCX-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,neutral
sulfamonomethoxine,clarithromycin,escherichia coli iai1,escherichia coli,-0.1876,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WMPXPUYPYQKQCX-UHFFFAOYSA-N')",WMPXPUYPYQKQCX-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,synergy
polymyxin b,clarithromycin,escherichia coli bw25113,escherichia coli,-0.3912,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')",WQVJHHACXVLGBL-BPJDFBQWSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,synergy
polymyxin b,clarithromycin,escherichia coli iai1,escherichia coli,-0.2793,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')",WQVJHHACXVLGBL-BPJDFBQWSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,synergy
polymyxin b,clarithromycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.1555,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')",WQVJHHACXVLGBL-BPJDFBQWSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,synergy
polymyxin b,clarithromycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.0544,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')",WQVJHHACXVLGBL-BPJDFBQWSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,neutral
polymyxin b,clarithromycin,salmonella typhimurium 14028,salmonella typhimurium,-0.6087,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')",WQVJHHACXVLGBL-BPJDFBQWSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,synergy
polymyxin b,clarithromycin,salmonella typhimurium lt2,salmonella typhimurium,-0.632,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')",WQVJHHACXVLGBL-BPJDFBQWSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,synergy
aztreonam,clarithromycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.1905,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",WZPBZJONDBGPKJ-VEHQQRBSSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,synergy
aztreonam,clarithromycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.3118,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",WZPBZJONDBGPKJ-VEHQQRBSSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,synergy
clarithromycin,tedizolid,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.1088,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,synergy
clarithromycin,tedizolid,staphylococcus aureus newman,staphylococcus aureus,-0.1065,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,synergy
clarithromycin,metformin,escherichia coli bw25113,escherichia coli,0.188,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,antagonism
clarithromycin,metformin,escherichia coli iai1,escherichia coli,0.1305,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,antagonism
clarithromycin,berberine,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.145,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,antagonism
clarithromycin,berberine,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.2177,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,antagonism
clarithromycin,tolfenamic,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.2467,Cacace,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YEZNLOUZAIOMLT-UHFFFAOYSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,YEZNLOUZAIOMLT-UHFFFAOYSA-N,synergy
novobiocin,clarithromycin,escherichia coli bw25113,escherichia coli,0.0514,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,neutral
novobiocin,clarithromycin,escherichia coli iai1,escherichia coli,0.1521,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
novobiocin,clarithromycin,salmonella typhimurium 14028,salmonella typhimurium,0.2384,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
novobiocin,clarithromycin,salmonella typhimurium lt2,salmonella typhimurium,0.0393,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,neutral
clarithromycin,colistin,escherichia coli bw25113,escherichia coli,-0.7784,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,synergy
clarithromycin,colistin,escherichia coli iai1,escherichia coli,-0.7976,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,synergy
clarithromycin,colistin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.3058,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,synergy
clarithromycin,colistin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.3685,Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,synergy
clarithromycin,colistin,salmonella typhimurium 14028,salmonella typhimurium,-0.729,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,synergy
clarithromycin,colistin,salmonella typhimurium lt2,salmonella typhimurium,-0.7804,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",AGOYDEPGAOXOCK-KCBOHYOISA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,synergy
fosfomycin,clarithromycin,escherichia coli bw25113,escherichia coli,0.3007,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",YMDXZJFXQJVXBF-STHAYSLISA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
fosfomycin,clarithromycin,escherichia coli iai1,escherichia coli,0.2479,ACDB;Brochado,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",YMDXZJFXQJVXBF-STHAYSLISA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,antagonism
